fighter_a,fighter_b,date,label,height_diff,reach_diff,age_diff,wins_diff,losses_diff,win_streak_diff,slpm_diff,sapm_diff,td_avg_diff,sub_avg_diff,kd_avg_diff,ctrl_avg_diff,ko_rate_diff,sub_rate_diff,southpaw_diff
Nate Diaz,Conor McGregor,2016-03-05,1,3.0,2.0,3.2443531827515386,6.0,8.0,-6.0,-1.2250811150818368,0.4457545872800104,-0.90643462231209,1.498371335504886,-2.0649202438429115,-5.9883677859389,-0.7032967032967032,0.6153846153846154,0.0
Vitor Miranda,Marcelo Guimaraes,2016-03-05,1,1.0,4.0,4.292950034223132,0.0,0.0,1.0,-1.4891911548519876,-2.1487860359314794,-1.379926651501787,0.0,0.0,-6.067328969561922,1.0,0.0,0.0
Jason Saggo,Justin Salas,2016-03-05,1,3.0,1.0,-3.698836413415467,-2.0,-2.0,0.0,-1.7895407165759867,0.04882190617703275,3.6747701348467756,0.0,0.4175557765140936,24.485079712654596,0.6666666666666667,0.0,-1.0
Erick Silva,Nordine Taleb,2016-03-05,0,-1.0,0.0,-3.0308008213552355,3.0,4.0,0.0,-0.6492773361534026,3.0298687498570054,-1.9274266532103286,1.859504132231405,0.46487603305785125,-14.970905328557519,0.3333333333333333,0.6666666666666666,0.0
Chas Skelly,Darren Elkins,2016-03-05,0,1.0,1.0,-0.9856262833675551,-5.0,-3.0,3.0,-1.1129420234919414,0.15387769600656087,-0.21534676479212767,1.2247802547542928,0.19682308093920084,-3.560147140510608,0.02777777777777779,0.5,0.0
Jim Miller,Diego Sanchez,2016-03-05,0,-2.0,-1.0,-1.661875427789191,0.0,-2.0,0.0,-0.21335814293857736,-0.8152811104529429,0.4842558289743615,1.6200984575431128,-0.08935473831109508,3.5626325400729772,-0.2142857142857143,0.42857142857142855,0.0
Frank Mir,Mark Hunt,2016-03-19,0,5.0,7.0,-5.169062286105408,10.0,6.0,-2.0,-0.33621094802832596,0.6832520764090102,1.2474084646816306,1.8934960454425782,-0.1862673937574918,6.895399034970437,-0.5208333333333334,0.5,1.0
Neil Magny,Hector Lombard,2016-03-19,1,6.0,9.0,-9.497604380561263,7.0,1.0,0.0,0.9059994726189942,-0.3934467773253567,0.935416374152851,0.09143553794574824,-0.8008314812214693,-2.029526487197314,-0.36666666666666664,0.1,-1.0
Johnny Case,Jake Matthews,2016-03-19,0,-1.0,-1.0,5.141683778234086,1.0,-1.0,3.0,-0.5806822832408138,0.2808154504785936,-0.5726960977380817,-0.5535003868007919,0.6064690026954177,-13.380295739033269,0.25,-0.41666666666666663,0.0
Seo Hee Ham,Bec Rawlings,2016-03-19,0,-4.0,-2.0,1.932922655715263,0.0,0.0,0.0,-0.39973890339425644,2.943516100957354,0.0,-0.783289817232376,0.0,-4.630548302872063,0.0,-1.0,1.0
Daniel Kelly,Antonio Carlos Junior,2016-03-19,1,-2.0,-9.0,12.372347707049968,1.0,0.0,0.0,2.668186868971592,2.3277325048090267,-0.8231853331387424,-0.585460536471947,0.0,-7.2897739875752965,0.0,-0.16666666666666669,1.0
Mark Eddiva,Dan Hooker,2016-03-19,0,-4.0,-7.0,3.9917864476386065,-1.0,0.0,-1.0,-0.14312413928782242,-2.112202341788562,1.1544129047220122,0.0,-0.3506038176860148,5.171083849163487,-1.0,0.0,0.0
Richard Walsh,Viscardi Andrade,2016-03-19,0,1.0,-2.0,-4.733744010951405,0.0,1.0,0.0,1.3166741721322808,-0.5554304644619918,1.1103816194862695,0.0,-0.3153410230915681,17.846964299249603,-0.5,0.0,0.0
Chad Laprise,Ross Pearson,2016-03-19,0,2.0,2.0,-1.8206707734428456,-7.0,-6.0,0.0,0.5076726277913668,0.5890493273182176,0.28193454044521404,0.0,-0.4502251125562782,4.677633961933814,-0.4,0.0,0.0
Alan Jouban,Brendan O'Reilly,2016-03-19,1,5.0,4.0,5.577002053388089,2.0,1.0,-2.0,2.7445098864114432,0.6814472023559106,-2.621371476651241,-0.5,0.7572570466975179,-16.25390548310195,0.6666666666666666,0.0,1.0
Jan Blachowicz,Igor Pokrajac,2016-04-10,1,2.0,4.0,-4.145106091717999,-3.0,-5.0,2.0,0.34167928449590335,0.18565410788747716,-0.679138898255375,0.141130879360374,-0.6562158220925993,-9.177225030478567,0.5,-0.25,0.0
Ben Rothwell,Junior Dos Santos,2016-04-10,0,0.0,1.0,2.286105407255306,-5.0,0.0,5.0,-1.736465910735705,0.75318409162456,1.0638309512369197,0.7857338689937111,-0.48794185806959056,12.648369244274326,-0.2272727272727273,0.3333333333333333,0.0
Derrick Lewis,Gabriel Gonzaga,2016-04-10,1,1.0,3.0,-5.727583846680361,-7.0,-7.0,1.0,1.7587167113677507,-1.0907543115605718,-1.3519556510546207,-1.2359550561797752,-0.7865168539325843,4.4616604871478,0.41666666666666663,-0.3333333333333333,0.0
Robert Whiteford,Lucas Martins,2016-04-10,0,-3.0,-3.0,5.585215605749486,-1.0,-1.0,1.0,-1.06934101531216,-2.5189559202636103,2.2304832713754648,-0.6430868167202572,-0.592883013184475,12.982862971507348,-0.16666666666666663,-0.3333333333333333,0.0
Beneil Dariush,Michael Chiesa,2016-04-16,0,-3.0,-3.0,-1.4127310061601648,0.0,-1.0,3.0,0.7419752940266133,0.8400216248898298,-1.1302110382675108,-0.13439206762530587,0.014720846932530646,-0.8402824137865359,0.0,-0.16666666666666663,0.0
Rashad Evans,Glover Teixeira,2016-04-16,0,-2.0,-1.0,0.0903490759753538,7.0,2.0,-3.0,-1.9389970677536548,-1.346568759330474,0.5376048724574574,-0.6535947712418301,-0.24114730638017923,2.9808578798751153,0.14285714285714285,-0.42857142857142855,0.0
Tecia Pennington,Rose Namajunas,2016-04-16,0,-4.0,-5.0,2.8692676249144426,1.0,-1.0,1.0,1.8803963198867657,0.3196239005156205,-3.0946314831665145,-2.0473157415832572,0.33333333333333337,-9.490809827115562,0.0,-1.0,0.0
Cub Swanson,Hacran Dias,2016-04-16,1,0.0,1.0,0.621492128678991,3.0,1.0,-4.0,1.4746063177746347,1.2564639321074962,-2.436209335219236,-0.2727015558698727,0.5091937765205092,-18.67813295615276,0.6666666666666666,0.0,0.0
Bethe Correia,Raquel Pennington,2016-04-16,0,-2.0,-3.0,5.207392197125255,0.0,-1.0,-2.0,2.0055743582452292,0.15603952326997783,-1.1058204625705952,-1.2510425354462051,0.0,4.001093471272927,0.3333333333333333,-0.6666666666666666,0.0
John Dodson,Manvel Gamburyan,2016-04-16,1,-2.0,-1.0,-3.386721423682406,0.0,-4.0,-3.0,0.988155581759373,0.5536964020311959,-2.260505751692874,-0.96411355115158,0.8728632895497612,-11.952319806386782,0.5,-0.5,0.0
Cezar Ferreira,Oluwale Bamgbose,2016-04-16,1,2.0,0.0,2.464065708418893,3.0,2.0,-3.0,-2.3702830188679247,-1.238207547169811,1.6383495145631068,0.2730582524271845,-3.6991665140135557,16.442915369115223,-1.0,0.25,1.0
Santiago Ponzinibbio,Court McGee,2016-04-16,1,1.0,-2.0,-1.7878165639972643,-3.0,-1.0,0.0,-1.6223637222576515,1.1941800322345655,-1.8174788648052513,-0.5998400426552919,1.025835866261398,-8.088329434339292,0.6666666666666666,-0.3333333333333333,0.0
Ovince Saint Preux,Jon Jones,2016-04-23,0,-1.0,-4.0,4.279260780287476,-8.0,1.0,-11.0,-1.7684276164321058,-0.012472184475411208,-1.1805507917067157,-0.3238143283384219,0.09440128504447781,-6.2746360569359805,0.30476190476190473,-0.19047619047619047,1.0
Demetrious Johnson,Henry Cejudo,2016-04-23,1,-1.0,2.0,0.4928131416837793,7.0,1.0,5.0,-0.2969474657517579,-0.1998686035477042,1.626195342725746,0.14418935688736406,-0.118603547704212,0.6012263668880955,0.09090909090909091,0.2727272727272727,0.0
Edson Barboza,Anthony Pettis,2016-04-23,1,1.0,3.0,1.0157426420260087,5.0,1.0,1.0,1.4614180447933087,1.0787544865989065,-0.4073160913756666,-0.4187632082117339,0.5095434571131461,-2.036776134089206,0.09999999999999998,-0.4,0.0
Rafael Natal,Robert Whittaker,2016-04-23,0,0.0,4.0,7.986310746064337,3.0,2.0,0.0,-1.5476421932149993,-2.075203931666927,1.9297102708440916,0.5987454856491161,-0.6551399729393363,9.031014566784492,-0.3888888888888889,0.1111111111111111,0.0
Sergio Pettis,Chris Kelades,2016-04-23,1,-1.0,1.0,-12.487337440109517,2.0,1.0,0.0,1.7393471186777694,0.7875758552959451,0.24470144145774708,0.5740768947413368,0.1846911553457829,-4.866793575449972,0.0,0.0,0.0
Andre Fili,Yair Rodriguez,2016-04-23,0,0.0,3.0,2.2833675564681712,0.0,2.0,-2.0,0.699670145949121,0.686195833898152,1.9933577334960013,-1.9673308933170668,0.36600244001626675,11.810790294157517,0.6666666666666666,0.0,0.0
Carla Esparza,Juliana Lima,2016-04-23,1,-4.0,-2.0,-5.5715263518138265,-1.0,0.0,-3.0,0.442656655046036,2.087673192097971,2.677661571466881,0.7240547063555914,0.0,-12.33233217127022,0.0,1.0,0.0
Clint Hester,Marcos Rogerio de Lima,2016-04-23,0,1.0,2.0,-1.4072553045858989,2.0,1.0,-1.0,-1.905715325809974,-1.6891447561562756,1.083293211362542,-5.48780487804878,-4.837828951231255,-7.522282372558919,-0.75,0.0,0.0
Efrain Escudero,Kevin Lee,2016-04-23,0,0.0,-6.0,6.636550308008214,1.0,4.0,0.0,-0.9375960478871344,-0.9013358621258352,-1.8209554937517338,-0.46058007301513537,0.5597014925373134,-9.392696237546575,0.2,-0.04999999999999999,0.0
Francimar Barroso,Nikita Krylov,2016-05-08,0,-2.0,-2.0,12.021902806297057,-1.0,-1.0,-1.0,-2.978756979849478,-0.39902889050740464,1.5,-2.6219956300072833,-1.3109978150036417,-1.0840373877154654,-0.5,-0.5,0.0
Andrei Arlovski,Alistair Overeem,2016-05-08,0,-1.0,-3.0,1.2813141683778255,9.0,2.0,-4.0,-1.719740465762468,0.5200774464353457,-0.2501342503411683,0.5607476635514018,-0.06458796230151886,-13.722666876869035,0.04285714285714293,0.14285714285714285,0.0
Stefan Struve,Antonio Silva,2016-05-08,1,7.0,2.0,-8.429842573579737,7.0,1.0,0.0,1.2606450334188537,-1.2764790733012537,0.5206073752711496,2.472885032537961,-1.1102546879989428,2.9069667573251703,-0.6,0.4,0.0
Gunnar Nelson,Albert Tumenov,2016-05-08,1,0.0,-1.0,3.4113620807665974,0.0,1.0,-6.0,-2.3758808110272063,-0.0017524858721400527,1.1004531546406824,0.9885764499121267,-1.2200540861990492,9.83611350128405,-0.6,0.8,0.0
Leon Edwards,Dominic Waters,2016-05-08,1,1.0,-5.0,-2.3709787816563974,2.0,0.0,1.0,1.415494360977165,-0.9953771968278007,-4.124656278643447,0.0,0.6521739130434783,-8.549137209580362,0.5,0.0,1.0
Magnus Cedenblad,Garreth McLellan,2016-05-08,1,4.0,7.0,0.3942505133470249,2.0,0.0,2.0,-1.9879303821629677,1.0573536577272389,1.7525847462674546,-0.12481997391855315,0.0,13.180904160609078,-1.0,0.6666666666666666,-1.0
Yan Cabral,Reza Madadi,2016-05-08,0,0.0,0.0,-4.895277207392198,0.0,0.0,0.0,-1.4566962847044507,-1.5353399864427701,-0.6114480808413592,0.1927689106693572,0.2824858757062147,13.15809600009413,0.0,-0.5,0.0
Kyoji Horiguchi,Neil Seery,2016-05-08,1,1.0,2.0,-11.118412046543465,2.0,-1.0,0.0,0.16826895051379553,-0.12302182261633599,-0.17619098694933377,-1.9508670520231213,-0.07047639477973361,3.5912474030410353,0.4,-0.3333333333333333,0.0
Willie Gates,Yuta Sasaki,2016-05-08,0,-2.0,1.0,2.710472279260781,0.0,0.0,1.0,0.1523776466504687,1.8993405067684828,-1.791044776119403,-1.2677889621659146,1.0465116279069768,-5.838597709128775,1.0,-1.0,-1.0
Rustam Khabilov,Chris Wade,2016-05-08,1,-2.0,3.0,0.9034907597535948,0.0,2.0,-3.0,-0.5815558623146453,-0.1280542497089674,-0.07983511345491934,-0.6132354531517374,0.22710068130204392,-23.16384540190035,0.25,-0.5,0.0
Corey Anderson,Mauricio Rua,2016-05-14,0,2.0,3.0,-7.824777549623544,-2.0,-7.0,2.0,1.7735271226590705,-0.8612566696615862,2.300773619347721,-0.3541912632821724,-0.7969303423848878,9.481743487356155,-0.657142857142857,0.0,0.0
Stipe Miocic,Fabricio Werdum,2016-05-14,1,0.0,3.0,-5.054072553045863,0.0,0.0,-4.0,0.037484091105671524,0.5451388950180673,1.2303025381857595,-0.29880478087649404,0.09995463427636375,8.1540828268671,0.125,-0.25,0.0
Vitor Belfort,Jacare Souza,2016-05-14,0,-1.0,2.0,2.6830937713894585,9.0,6.0,2.0,-0.1528191566367485,0.9521506991220938,-1.6925202242606254,-0.5728769812717291,1.24690593746793,-25.40608519773349,0.5857142857142856,-0.45714285714285713,1.0
Warlley Alves,Bryan Barberena,2016-05-14,0,-1.0,0.0,-1.6728268309377121,2.0,-1.0,3.0,-2.654771710618022,-0.5103341654733691,1.2594882972387313,1.2541659802567384,0.0053223169819928695,16.4498625068113,-0.5,0.25,-1.0
Yancy Medeiros,Francisco Trinaldo,2016-05-14,0,1.0,5.0,-9.037645448323065,-6.0,0.0,-4.0,1.454509667534476,3.1047824486201003,-1.031584309730005,0.7132244280018842,0.5136897782875527,-8.113302382790533,-0.2222222222222222,0.4444444444444444,-1.0
Nate Marquardt,Thiago Santos,2016-05-14,0,-2.0,-2.0,4.717316906228611,8.0,6.0,-2.0,-0.9459575488129781,-0.22317783224610865,1.9670848399932428,1.156918556606372,-0.4617975413553175,15.169668771960318,-0.3333333333333333,0.25,0.0
John Lineker,Rob Font,2016-05-14,1,-5.0,-4.0,-2.965092402464066,5.0,2.0,1.0,0.0665172246353194,1.9750626924842183,-0.6101292429674666,1.0356731875719216,-1.2202584859349332,-2.4728776016549485,-0.4285714285714286,0.14285714285714285,0.0
Patrick Cummins,Rogerio Nogueira,2016-05-14,0,0.0,1.0,-4.45722108145106,0.0,-1.0,1.0,1.6363949095007437,0.047280304647141946,7.23689326458811,-0.12214530149997477,-0.3695339765961815,30.14701791091976,0.0,0.0,-1.0
Matt Brown,Demian Maia,2016-05-14,0,-1.0,3.0,-3.178644763860369,-3.0,1.0,-3.0,1.9686356734423758,0.7914065085152509,-1.1184094556857505,0.6359765092265302,0.49866867061890585,-13.510410964834964,0.6298076923076923,-0.28365384615384615,-1.0
Thomas Almeida,Cody Garbrandt,2016-05-29,0,-1.0,5.0,-0.06570841889116963,1.0,0.0,1.0,3.1861480939463167,1.9842400324814395,-1.7578125,0.0,-0.7298284908623645,-2.2354636636207883,0.08333333333333337,0.0,1.0
Jeremy Stephens,Renan Barao,2016-05-29,1,3.0,1.0,0.687200547570157,3.0,9.0,0.0,-1.096451228819343,-1.2664391421389638,0.19545568159438909,0.1728460424827214,0.12025505923551827,5.757484927218626,0.20454545454545453,-0.375,0.0
Tarec Saffiedine,Rick Story,2016-05-29,0,1.0,-1.0,-2.0232717316906204,-9.0,-5.0,-1.0,0.358303940528681,1.8311066837411807,-2.4271612590460876,-0.6844612358100877,0.4561043260295775,-9.941986248621992,-0.18181818181818182,-0.18181818181818182,-1.0
Chris Camozzi,Vitor Miranda,2016-05-29,1,1.0,-2.0,-7.698836413415471,5.0,6.0,-1.0,0.009490774272719271,1.0044649464991893,-0.17433303085478546,0.5397840863654538,0.08996401439424231,-2.0367923906449255,-0.875,0.125,0.0
Jorge Masvidal,Lorenz Larkin,2016-05-29,0,0.0,2.0,1.8069815195071897,3.0,-2.0,0.0,0.12469518068903529,-0.24161027670445412,1.5075376884422111,0.5798221878623889,-0.10445684714994255,12.028490568940907,-0.5,0.16666666666666666,0.0
Joshua Burkman,Paul Felder,2016-05-29,0,-1.0,2.0,4.0410677618069855,3.0,5.0,0.0,-0.9415696682554477,-0.31001744833133316,2.3094059955611717,-0.2822431350180734,-0.027628503196300225,7.439319318150554,-0.16666666666666666,-0.16666666666666666,0.0
Sara McMann,Jessica Eye,2016-05-29,1,0.0,0.0,5.837097878165643,1.0,0.0,0.0,-1.6413927896156872,-0.2344968239468037,2.859722546791018,-0.2912621359223301,0.3938730853391685,22.50740370929022,0.5,0.0,0.0
Erik Koch,Shane Campbell,2016-05-29,1,-2.0,0.0,-1.7029431895961658,2.0,1.0,0.0,-1.7627050944754314,-0.13459304128212946,-1.720019111323459,1.67348456675344,0.6693938267013759,-8.158960867095459,0.6666666666666666,0.0,1.0
Bryan Caraway,Aljamain Sterling,2016-05-29,1,1.0,-3.0,4.98836413415469,1.0,2.0,-3.0,-0.6958423748512126,2.447689983388663,-0.9876638441860037,-0.4546879291947725,0.0,-15.317464740065901,-0.25,0.30000000000000004,0.0
Michael Bisping,Luke Rockhold,2016-06-04,1,-2.0,-2.0,5.634496919917865,13.0,6.0,-2.0,-0.5641266284882196,0.2446187074389532,0.06019498833495929,-2.082276134556909,-0.49100935374628346,-10.487076775350051,0.09999999999999998,-0.6,-1.0
Urijah Faber,Dominick Cruz,2016-06-04,0,-2.0,-1.0,5.820670773442849,5.0,4.0,-3.0,-0.6724849859348492,-0.19355765307963235,-2.2711492740991113,0.47281632631738246,0.25130305286671634,0.6443371339416082,-0.25,0.6666666666666666,0.0
Max Holloway,Ricardo Lamas,2016-06-04,1,3.0,-2.0,-9.538672142368242,4.0,1.0,7.0,2.9195113971716897,1.4906423678437917,-1.5359209461399503,-0.6210305579528068,0.25964818740010726,-10.672291123269485,0.16883116883116883,-0.10389610389610388,0.0
Dan Henderson,Hector Lombard,2016-06-04,1,2.0,3.0,7.444216290212182,5.0,5.0,0.0,-0.6710322568608791,-0.9941201345746031,-0.7619260834685921,0.42816365366317793,-0.7116938116826179,-9.306676492353997,-0.29166666666666663,0.0,-1.0
King Green,Dustin Poirier,2016-06-04,0,1.0,-1.0,2.3627652292950003,-7.0,-2.0,-4.0,-0.7357429735939487,-0.28422806993317495,-0.9863471186397469,-0.8512629419818933,-0.7303277095175019,-14.106533476805609,-0.11363636363636365,-0.022727272727272707,-1.0
Brian Ortega,Clay Guida,2016-06-04,1,1.0,-1.0,-9.20465434633812,-10.0,-10.0,3.0,0.5089414564292163,1.3054689854562764,-3.3697520255340043,0.9719277992410962,0.36080382406980804,-19.749474323715017,0.4166666666666667,0.16666666666666669,0.0
Jessica Penne,Jessica Andrade,2016-06-04,0,4.0,5.0,8.651608487337437,-3.0,-2.0,0.0,-3.4767455052745184,2.0279698095108527,-0.7280656804985077,-0.8526764566556135,-0.21316911416390338,-3.5009417724894902,0.0,-0.25,0.0
Alex Caceres,Cole Miller,2016-06-04,1,-3.0,0.0,-4.150581793292268,-4.0,-1.0,2.0,0.7057435245219197,-1.4769400211096322,-0.12036423949599112,-0.7540465591954739,-0.25213554744094874,-1.220136753705658,-0.1,-0.36666666666666664,1.0
Sean Strickland,Tom Breese,2016-06-04,1,-2.0,3.0,0.5776865160848743,1.0,1.0,-1.0,0.8791337296084651,1.1996078466008953,1.8759770713913495,0.0933219102463323,-0.7513447152030102,-5.986009662518439,-0.41666666666666663,0.25,-1.0
James Vick,Beneil Dariush,2016-06-04,0,5.0,4.0,2.1984941820670763,-1.0,-2.0,6.0,1.194660003809648,0.17976022338668463,-1.8321646686270072,-0.4282852446260971,0.0912181557914527,-18.716414148504963,0.0,-0.09999999999999998,-1.0
Joanne Wood,Valerie Letourneau,2016-06-18,1,-1.0,-3.0,-2.652977412731005,-1.0,0.0,2.0,2.180952380952381,-1.511111111111111,1.5238095238095237,-0.42857142857142855,0.26190476190476186,24.78888888888889,0.0,0.0,0.0
Rory MacDonald,Stephen Thompson,2016-06-18,0,0.0,1.0,-6.442162902121833,2.0,2.0,-7.0,-0.8335486096882807,-0.44100360247358283,0.9453402065887979,0.49008930516227406,-1.6828379391159496,0.2835753937483112,-0.380952380952381,0.1111111111111111,0.0
Donald Cerrone,Patrick Cote,2016-06-18,1,2.0,-2.0,-3.0773442847364834,6.0,-5.0,-2.0,1.9569165380990405,1.7996452133822394,0.47280269421715837,0.39289466259252376,0.2497193523793516,-4.160018969978209,-0.08750000000000002,0.3125,0.0
Sean O'Connell,Steve Bosse,2016-06-18,0,2.0,2.0,-2.0944558521560523,1.0,2.0,-2.0,3.773538156590684,4.481665014866204,0.0,0.8919722497522299,-6.6080277502477704,17.963825569871158,0.0,0.0,0.0
Jason Saggo,Leandro Silva,2016-06-18,1,2.0,-1.0,-0.032854209445584814,-1.0,-1.0,-2.0,0.18576320783723332,0.5339963315980876,3.0369278724329134,-0.4669260700389105,0.6130790190735694,17.347321324441523,1.0,-0.3333333333333333,0.0
Ali Bagautinov,Geane Herrera,2016-06-18,1,-1.0,-1.0,4.960985626283367,2.0,1.0,-3.0,0.43924271574200624,0.07994837687492895,1.543470501693204,0.35942492012779553,-0.2536540989457739,13.844290552010516,-0.6666666666666667,0.0,0.0
Krzysztof Jotko,Tamdan McCrory,2016-06-18,1,-3.0,1.0,-2.787132101300479,0.0,-2.0,2.0,0.7849717431864565,0.15574675654738934,-1.17238528004557,-2.4584057611124908,0.0,-13.199041738567129,-0.25,-0.5,1.0
Chris Beal,Joe Soto,2016-06-18,0,1.0,4.0,1.6235455167693367,2.0,-1.0,1.0,-0.5473476244177249,-2.645851875967879,1.6399632097625347,-1.2511404107087816,0.2892960462873674,18.15551178909241,0.5,0.0,0.0
Sam Alvey,Elias Theodorou,2016-06-18,0,1.0,0.0,2.069815195071868,0.0,1.0,0.0,0.5564182194616976,3.4367257237891597,-2.766393442622951,0.0,1.2422360248447204,-22.71056070325493,0.33333333333333337,0.0,1.0
Eddie Alvarez,Rafael Dos Anjos,2016-07-07,1,1.0,-1.0,0.7912388774811774,-12.0,-4.0,-3.0,-0.3757847383927153,1.6561139070415716,0.36347930594156086,-0.8112371366333659,-0.3380154735972358,-2.095719305273878,-0.2857142857142857,-0.14285714285714285,-1.0
Roy Nelson,Derrick Lewis,2016-07-07,0,-3.0,-6.0,8.63518138261465,2.0,6.0,-2.0,-1.6331312999704992,3.374814423051323,-0.35692063921707917,0.09152852639072512,0.3691785943448409,-8.072779106110362,-0.125,0.0,0.0
Joe Duffy,Mitch Clarke,2016-07-07,1,0.0,0.0,-2.234086242299796,0.0,-2.0,0.0,0.7575413297568705,1.454411186051796,-0.7431874483897606,1.0146088151674526,0.7550335570469798,-9.406600014409301,0.5,0.0,0.0
Mike Pyle,Alberto Mina,2016-07-07,0,0.0,-3.0,6.620123203285424,8.0,6.0,-1.0,-2.6502981714140175,-2.831233083073455,0.18044721647976236,1.4106583072100314,-1.1216989132525743,8.319510787546434,0.0,0.2,0.0
Russell Doane,Pedro Munhoz,2016-07-07,0,1.0,5.0,0.06844626967830081,1.0,0.0,-1.0,-2.0422974841169075,-4.628060482039743,1.813000288328194,0.1761406338874546,0.27280994240678996,24.763690311171,-1.0,0.5,0.0
Felipe Arantes,Jerrod Sanders,2016-07-07,1,0.0,1.0,-8.358658453114302,3.0,2.0,0.0,1.7560727930826459,1.1854212748843753,-0.983159058918158,-1.526090890810376,0.18097727729740598,-7.8288859843153045,0.25,0.25,0.0
Claudia Gadelha,Joanna Jedrzejczyk,2016-07-08,0,-2.0,-2.0,-1.3059548254620097,-3.0,1.0,-4.0,-1.5189093734548278,0.7939676485131031,5.333333333333334,1.0,-0.19071837253655433,19.84120929575475,-0.4,0.0,0.0
Dooho Choi,Thiago Tavares,2016-07-08,1,3.0,0.0,-6.417522245037645,-8.0,-6.0,1.0,9.130471503949574,1.069696525175475,-3.97868963953752,-1.5302652459759694,11.764705882352942,-19.662741541867256,0.9,-0.5,0.0
Kevin Lee,Jake Matthews,2016-07-08,1,-2.0,4.0,1.9548254620123195,1.0,1.0,-1.0,-0.004585100536080855,1.46519892229558,0.6554141915309817,0.08482847580666641,0.0,-1.5985208043105956,0.0,-0.55,0.0
Anthony Smith,Cezar Ferreira,2016-07-08,0,3.0,-2.0,-3.441478439425051,-4.0,-2.0,0.0,1.8312754100460822,2.3913797066281837,-0.1517537877217905,-0.21448999046711154,-0.42897998093422307,-5.6468234380946285,0.0,-0.2,-1.0
Amanda Nunes,Miesha Tate,2016-07-09,1,2.0,4.0,-1.7823408624229984,0.0,-1.0,-2.0,1.0828140885898256,-0.38828339862364425,1.160010565761514,-0.32795684656204904,0.6660431514926499,2.3743116935773543,0.6,0.0,0.0
Anderson Silva,Daniel Cormier,2016-07-09,0,3.0,5.0,3.9315537303217027,10.0,2.0,-5.0,-0.7321190184940041,-0.5091236885060302,-1.2796709465442815,-0.19494690004266568,1.3623081176745067,-16.274650329143686,0.5208333333333334,-0.14583333333333331,1.0
Cain Velasquez,Travis Browne,2016-07-09,1,-5.0,-2.0,-0.030116358658453635,2.0,-1.0,-2.0,3.0261903887616315,-1.1878006459385038,3.2674005346225017,0.07146442613077919,0.39162841033404683,24.30892091885283,0.04040404040404044,-0.1111111111111111,0.0
